gene_symbol,tissue,ntpm
DCSTAMP,lung,3.5
TP53INP1,liver,95.3
FREM1,epididymis,34.4
GEM,gallbladder,214.9
TMEM67,heart muscle,20.8
RPP25L,skeletal muscle,115.5
FAM219A,brain,73.6
C9orf24,brain,60.7
C9orf24,choroid plexus,226.2
C9orf24,fallopian tube,102.1
C9orf24,testis,73.9
MYORG,skeletal muscle,78.8
CCDC171,testis,10.5
DIRAS2,brain,152.2
SYK,lymphoid tissue,69.1
SYK,parathyroid gland,82.3
NIPSNAP3B,skeletal muscle,16.2
NIPSNAP3B,tongue,18.2
LETM2,choroid plexus,13.7
LETM2,testis,22.2
PRKACG,testis,23.0
ZMAT4,brain,12.9
ZMAT4,retina,4.1
ZMAT4,thyroid gland,15.3
NKX6-3,brain,9.8
NKX6-3,intestine,10.2
NKX6-3,stomach 1,26.5
TMEM71,bone marrow,31.6
TMEM71,heart muscle,34.7
MAMDC2,endometrium 1,72.0
PRSS37,testis,39.0
CPA6,intestine,2.2
CPA6,prostate,2.6
CPA6,retina,2.1
C8orf34,fallopian tube,8.6
C8orf34,parathyroid gland,6.9
TMC1,brain,1.1
TMC1,cervix,1.0
ALDH1A1,liver,1403.3
RASEF,stomach 1,38.1
GKAP1,skeletal muscle,47.1
GKAP1,testis,187.3
KIF27,testis,24.5
SSMEM1,testis,30.2
SVEP1,adipose tissue,36.6
SVEP1,placenta,58.3
TRPV6,pancreas,36.4
TRPV6,prostate,22.1
TRPV6,salivary gland,65.3
LLCFC1,testis,61.0
ANKS6,brain,26.4
FBP1,intestine,289.1
FBP1,kidney,275.8
FBP1,liver,819.2
CFAP47,fallopian tube,4.4
CFAP47,pituitary gland,1.7
CFAP47,retina,1.4
CYBB,bone marrow,150.2
CYBB,lymphoid tissue,141.4
METTL27,choroid plexus,19.1
MID1IP1,brain,154.5
MID1IP1,skeletal muscle,140.7
SHOC1,testis,20.5
CXorf58,testis,3.7
PTCHD1,brain,11.1
PTCHD1,intestine,6.1
RNF183,epididymis,15.3
RNF183,kidney,9.3
ASB11,heart muscle,31.3
ASB11,skeletal muscle,107.3
ASB11,tongue,57.4
PCDH19,brain,6.4
VEGFD,lung,40.1
OR1Q1,retina,1.1
CLDN3,intestine,248.6
CLDN3,pancreas,92.7
CLDN3,thyroid gland,110.9
WNK2,heart muscle,63.5
ZNF367,bone marrow,24.6
NLGN4Y,prostate,5.7
NLGN4Y,seminal vesicle,6.9
AQP7,adipose tissue,200.1
AQP7,breast,87.3
AQP7,heart muscle,90.1
AQP3,esophagus,1457.5
AQP3,skin 1,554.4
AQP3,urinary bladder,642.4
SLITRK5,brain,9.2
SLITRK5,fallopian tube,9.6
SLITRK5,salivary gland,9.2
MELK,bone marrow,9.6
MELK,lymphoid tissue,19.6
ARMC3,choroid plexus,48.7
ARMC3,fallopian tube,41.9
ARMC3,testis,31.4
OTUD1,bone marrow,57.0
FAT3,blood vessel,5.3
FAT3,brain,13.6
DEUP1,fallopian tube,4.5
DEUP1,testis,15.3
SLC7A3,lymphoid tissue,18.4
FBXO33,bone marrow,50.5
GPR101,brain,11.5
CLDN2,choroid plexus,189.2
CLDN2,gallbladder,95.3
CLDN2,kidney,154.2
CLDN2,seminal vesicle,85.1
LRFN5,brain,9.8
LRFN5,cervix,9.0
LRFN5,parathyroid gland,10.5
LRRC18,choroid plexus,23.2
LRRC18,fallopian tube,6.2
LRRC18,testis,12.8
TSHR,thyroid gland,257.0
CFL2,heart muscle,348.8
CFL2,skeletal muscle,674.8
CFL2,tongue,640.8
ZCCHC24,brain,122.3
PGM2L1,brain,37.1
PHYHIPL,adrenal gland,17.4
PHYHIPL,brain,51.4
PHYHIPL,retina,28.2
SLC16A9,adrenal gland,142.9
SLC16A9,kidney,178.4
FOLR2,placenta,158.2
PHOX2A,adrenal gland,18.8
MBL2,liver,262.8
GJB2,cervix,418.8
GJB2,esophagus,779.9
GJB2,vagina,501.5
CRYL1,kidney,307.7
CRYL1,liver,237.5
HEPACAM,adipose tissue,14.8
HEPACAM,brain,55.0
HEPACAM,liver,15.0
SKA3,bone marrow,4.5
SKA3,lymphoid tissue,11.3
SKA3,testis,5.9
DDIAS,bone marrow,7.4
DDIAS,testis,10.2
PKNOX2,tongue,33.9
RPL10L,testis,91.6
LRR1,testis,27.2
DEPP1,adipose tissue,858.3
DEPP1,breast,687.9
MAGEC3,blood vessel,2.0
MAGEC3,brain,3.6
EML5,ovary,10.4
EML5,retina,8.4
RPUSD4,skeletal muscle,126.8
RPUSD4,tongue,70.1
TMEM63C,brain,53.9
TMEM63C,pituitary gland,39.9
NGB,brain,75.1
NOXRED1,retina,4.0
NOXRED1,testis,5.7
CDX2,intestine,45.1
AMER2,brain,35.0
AMER2,retina,23.9
AKR1E2,testis,17.2
SSX3,testis,12.0
OTX2,choroid plexus,151.9
OTX2,retina,259.6
DRGX,adrenal gland,5.1
DRGX,brain,1.9
DACT1,ovary,36.1
OXGR1,breast,2.8
UCMA,brain,2.6
ATP5F1C,tongue,834.5
SOHLH1,brain,46.2
SOHLH1,testis,23.9
COMTD1,pancreas,96.9
SLC18A2,brain,36.4
SLC18A2,cervix,28.1
PDZD8,bone marrow,68.9
CLEC1B,liver,74.8
TMEM52B,kidney,105.7
FRMD7,endometrium 1,2.6
FRMD7,kidney,2.5
FRMD7,smooth muscle,2.1
AK8,epididymis,18.2
AK8,fallopian tube,24.3
AK8,testis,17.8
SPACA9,epididymis,69.8
SPACA9,fallopian tube,36.8
SPACA9,testis,124.6
GFI1B,bone marrow,36.8
ZMYND19,retina,267.2
STOX1,brain,28.7
STOX1,choroid plexus,26.1
RET,adrenal gland,10.9
RET,parathyroid gland,18.7
STK32C,brain,46.3
STK32C,testis,51.6
FUNDC2,tongue,18.2
SLC39A2,esophagus,18.0
SLC39A2,seminal vesicle,31.3
SLC39A2,skin 1,35.8
NDRG2,brain,2060.1
NDRG2,salivary gland,1953.8
NDRG2,skeletal muscle,1707.9
NDRG2,tongue,1485.5
RNASE7,esophagus,70.4
RNASE7,lymphoid tissue,22.6
RNASE7,skin 1,26.3
NSMF,brain,654.1
C12orf50,testis,47.2
PPP1R36,fallopian tube,11.8
PPP1R36,testis,34.7
BTNL9,adipose tissue,235.9
BTNL9,breast,196.9
VWA2,stomach 1,8.1
SALL2,brain,64.1
PRAP1,intestine,1069.3
PRAP1,liver,718.1
ERICH6B,testis,1.9
CYP2C19,liver,178.0
C10orf82,testis,69.0
HSPA12A,brain,27.0
ANKRD2,heart muscle,495.5
ANKRD2,skeletal muscle,1141.9
ANKRD2,tongue,769.1
E2F7,bone marrow,4.7
E2F7,lymphoid tissue,7.7
ARHGAP42,retina,29.2
OTOGL,heart muscle,4.1
OTOGL,intestine,1.5
OTOGL,kidney,4.8
LARGE2,placenta,34.4
PACSIN3,heart muscle,155.2
PACSIN3,skeletal muscle,450.8
PACSIN3,tongue,260.7
TTC7B,brain,105.9
RAPSN,skeletal muscle,83.3
RAPSN,tongue,31.0
AGBL2,fallopian tube,5.1
AGBL2,testis,11.4
TC2N,pancreas,97.9
MOAP1,brain,132.0
IFI27L1,choroid plexus,86.0
IFI27L1,testis,98.2
SERPINA12,skin 1,413.1
CLMN,testis,30.5
PDZRN4,blood vessel,14.3
PDZRN4,intestine,14.6
PDZRN4,seminal vesicle,16.8
CCDC38,testis,15.7
NELL1,brain,12.8
NELL1,kidney,15.5
PTER,brain,40.6
C1QL3,brain,26.1
C1QL3,retina,6.9
CACNB2,retina,19.5
HACD1,heart muscle,68.7
SMCO4,salivary gland,184.0
KCNC2,brain,33.8
ABTB2,brain,21.6
AMOTL1,skeletal muscle,104.6
HTRA1,ovary,751.4
LIPC,liver,159.9
PASD1,testis,15.0
TMCO5A,testis,113.4
GPR176,blood vessel,34.6
GPR176,brain,21.9
CMTM5,brain,330.7
GLB1L3,prostate,7.5
GLB1L3,seminal vesicle,4.1
ADAMTS15,adipose tissue,23.8
SVOP,brain,25.2
SVOP,pituitary gland,7.2
SVOP,retina,12.1
SPATA19,testis,125.4
GPT2,pancreas,252.0
GPT2,skeletal muscle,165.4
GPT2,tongue,172.2
AMN,intestine,86.9
AMN,kidney,52.4
AMN,liver,55.2
RAB8B,bone marrow,76.5
HIF1AN,skeletal muscle,38.9
HIF1AN,tongue,38.1
PPP1R14D,intestine,104.5
SPINT1,esophagus,223.2
FBN1,adipose tissue,49.5
FBN1,placenta,61.7
AVPR1A,adrenal gland,53.5
AVPR1A,blood vessel,29.9
C16orf78,testis,45.8
DEPDC4,testis,2.9
LRTM2,brain,9.4
CKB,brain,1487.2
CKB,intestine,1025.7
BAG5,testis,119.4
DPCD,choroid plexus,141.8
DPCD,testis,135.5
LARP6,brain,123.6
ASPG,heart muscle,97.9
ASPG,liver,142.8
SENP8,testis,14.6
GABRB3,brain,44.1
GABRB3,retina,28.0
SPIC,lymphoid tissue,29.0
TBATA,lymphoid tissue,119.9
PCBD1,liver,488.2
ARIH1,skeletal muscle,44.9
ARIH1,testis,39.7
DNAAF8,fallopian tube,21.2
DNAAF8,testis,73.8
CLMP,adipose tissue,59.3
SCN3B,brain,73.3
SCN3B,pituitary gland,26.6
MYRFL,intestine,21.6
C2,liver,454.7
PLEKHF1,skeletal muscle,87.7
TMEM100,lung,179.9
APBB1,brain,192.4
SYNPO2L,heart muscle,245.3
SYNPO2L,skeletal muscle,261.4
SYNPO2L,tongue,81.5
C11orf65,testis,47.4
CCDC182,testis,26.7
NETO1,brain,25.4
NETO1,retina,32.0
MSS51,skeletal muscle,244.5
CYB5A,kidney,828.0
CYB5A,liver,2306.7
USP54,brain,67.5
USP54,skeletal muscle,122.6
RAG1,lymphoid tissue,367.6
POTED,testis,2.8
WDR88,testis,8.6
MOGAT2,intestine,45.4
MOGAT2,liver,23.6
CYB5R2,retina,129.1
CYB5R2,testis,127.0
SERPINB7,lymphoid tissue,36.0
SERPINB7,skin 1,122.1
SERPINB8,skin 1,55.1
TUB,retina,76.5
LMO1,skeletal muscle,27.5
LMO1,tongue,11.6
IDH3A,tongue,92.7
WDR72,kidney,98.7
WDR72,liver,30.9
WDR72,thyroid gland,54.3
CRABP1,retina,505.1
CRABP1,thyroid gland,162.5
PLD4,bone marrow,12.6
PLD4,brain,18.2
PLD4,lymphoid tissue,10.6
TRIM66,testis,13.0
CDYL2,brain,13.2
TMEM130,brain,167.1
TMEM130,pituitary gland,94.8
PRTG,retina,9.6
PRTG,thyroid gland,10.0
CENPN,bone marrow,35.4
C16orf46,testis,5.5
PKD1L2,adipose tissue,7.5
PKD1L2,choroid plexus,8.1
PKD1L2,heart muscle,7.4
MFAP4,blood vessel,1055.6
PRKCB,brain,104.6
PRKCB,lymphoid tissue,44.0
MCM7,bone marrow,170.6
CLEC3A,breast,8.8
CLEC3A,urinary bladder,5.4
CCDC68,intestine,23.3
CCDC68,placenta,30.5
CLEC4E,bone marrow,71.5
CLEC4E,lymphoid tissue,51.1
CLEC4D,bone marrow,61.1
A2ML1,cervix,188.5
A2ML1,esophagus,538.3
A2ML1,vagina,199.8
BEAN1,brain,3.4
TMED3,salivary gland,386.0
SLC38A8,brain,2.3
CPLX4,retina,291.7
GALR1,adrenal gland,1.4
GALR1,pituitary gland,1.3
IQCD,choroid plexus,20.8
IQCD,fallopian tube,20.7
IQCD,testis,42.0
CDH16,kidney,252.2
RRAD,heart muscle,316.2
RRAD,skeletal muscle,776.8
CFAP52,choroid plexus,37.4
CFAP52,fallopian tube,54.4
HSP90B1,thyroid gland,1322.6
MC4R,brain,3.5
MC4R,fallopian tube,2.9
MC4R,retina,3.6
BLCAP,skeletal muscle,452.1
SERPINB12,cervix,24.1
SERPINB12,skin 1,55.7
SERPINB12,vagina,37.0
CHRFAM7A,bone marrow,4.1
CHRFAM7A,parathyroid gland,5.3
ATF7IP2,testis,16.7
MMP10,endometrium 1,249.7
TVP23A,brain,5.4
BEX3,choroid plexus,829.7
TMPRSS5,brain,17.4
TMPRSS5,salivary gland,9.5
ZCCHC18,brain,5.4
ZCCHC18,ovary,4.1
HTR3A,brain,2.3
HTR3A,intestine,2.0
HTR3A,lymphoid tissue,7.5
HTR3A,pancreas,2.7
HTR3A,salivary gland,4.8
NNMT,liver,297.1
ACSM1,breast,202.0
CATSPER2,retina,21.4
CATSPER2,testis,14.9
BMERB1,brain,190.4
YPEL4,brain,38.8
LDHC,testis,247.8
CIAO2A,liver,245.2
LDHAL6A,testis,8.6
PCLAF,bone marrow,121.3
PCLAF,lymphoid tissue,68.7
LDHD,heart muscle,78.8
LDHD,liver,126.0
PLIN1,adipose tissue,898.1
PLIN1,breast,459.5
TMEM170A,bone marrow,34.1
MESP1,brain,15.4
MESP1,prostate,21.4
MESP1,skeletal muscle,12.8
ANPEP,intestine,2245.0
ANPEP,pancreas,643.6
SCNN1G,kidney,39.6
RBPMS2,blood vessel,138.0
RBPMS2,heart muscle,283.6
RBPMS2,intestine,138.0
NAV2,heart muscle,57.3
GLYATL1,kidney,130.7
GLYATL1,liver,508.1
C18orf54,testis,16.2
PLK1,bone marrow,30.2
PLK1,lymphoid tissue,40.9
PLK1,testis,31.5
GPR182,lymphoid tissue,16.2
GPR182,testis,5.8
CACNG2,brain,10.3
CACNG2,retina,2.6
TAC3,placenta,404.6
MYO1A,intestine,310.6
CHP2,intestine,286.9
CHP2,skin 1,141.2
ATP23,testis,6.0
ELFN2,brain,17.3
ELFN2,retina,5.6
STX3,retina,290.0
MTMR10,brain,77.6
C15orf48,intestine,866.5
SCG5,brain,246.1
SCG5,choroid plexus,347.2
SCG5,pituitary gland,386.3
GREM1,gallbladder,105.6
GREM1,intestine,59.9
GREM1,smooth muscle,63.6
GREM1,vagina,63.4
NYAP1,brain,35.4
NYAP1,pituitary gland,20.9
TSC22D4,brain,851.2
MS4A6E,testis,19.1
MS4A7,lymphoid tissue,185.1
MS4A14,testis,69.3
MS4A5,testis,41.5
CCNDBP1,bone marrow,18.9
EPB42,bone marrow,93.3
MS4A8,fallopian tube,122.0
MS4A8,intestine,186.2
CCDC178,adipose tissue,10.3
CCDC178,ovary,9.4
CCDC178,testis,14.5
MS4A15,lung,41.0
MAP1A,brain,149.9
MAPRE2,brain,130.8
PDIA3,thyroid gland,292.0
NAT16,brain,4.5
NAT16,pancreas,2.2
NAT16,pituitary gland,3.5
NAT16,retina,6.4
NAT16,thyroid gland,1.6
TERB2,testis,20.5
NKX3-1,prostate,284.6
SGSM1,brain,17.9
SGSM1,heart muscle,10.8
MEI1,lymphoid tissue,20.7
MEI1,testis,36.6
B4GALNT2,intestine,31.4
PBX3,parathyroid gland,144.0
GNGT2,retina,145.5
TTC16,fallopian tube,6.5
TTC16,testis,15.2
SUN5,testis,42.8
SAMD14,brain,67.0
BPIFB6,salivary gland,3.2
TMEM92,intestine,17.9
TMEM92,stomach 1,10.4
ACSF2,kidney,132.8
ANKRD40CL,intestine,56.4
CERCAM,brain,436.8
CERCAM,pituitary gland,115.4
CCDC103,fallopian tube,23.1
CCDC103,testis,38.9
ENDOG,skeletal muscle,126.7
TBC1D21,testis,46.4
PRRX2,blood vessel,52.0
UGT1A6,kidney,66.4
UGT1A6,liver,134.2
UGT1A6,urinary bladder,83.3
C15orf39,bone marrow,58.4
C15orf39,testis,69.4
ISLR2,brain,15.5
ISLR2,heart muscle,4.4
ISLR2,testis,12.3
PRR15L,intestine,167.7
PRR15L,pancreas,99.0
PRR15L,stomach 1,80.1
GPRC5B,brain,213.2
C16orf92,retina,33.2
C16orf92,testis,15.1
GOLGA6C,liver,3.5
GOLGA6C,testis,11.5
NOD2,bone marrow,10.0
NOD2,esophagus,9.5
NOD2,skin 1,12.8
NOD2,vagina,10.2
SNX20,bone marrow,14.7
SNX20,lymphoid tissue,30.9
LOXHD1,epididymis,6.8
LOXHD1,testis,21.5
KATNAL2,choroid plexus,11.7
KATNAL2,testis,12.2
IGF2,placenta,2597.9
DPEP2,bone marrow,22.0
DPEP2,lymphoid tissue,27.4
RBFOX3,brain,273.5
RBFOX3,intestine,81.6
RBFOX3,urinary bladder,78.6
CD3D,lymphoid tissue,809.4
MYO5B,intestine,58.3
ART5,ovary,11.1
ART5,skeletal muscle,12.6
ART5,testis,28.7
ACAA2,liver,945.6
OR51E2,blood vessel,10.4
OR51E2,intestine,9.2
OR51E2,prostate,27.2
MMP26,endometrium 1,8.5
PRRT2,brain,305.2
PPP2R3B,heart muscle,59.2
PPP2R3B,skeletal muscle,87.3
ZNF646,testis,24.3
VKORC1,liver,525.5
GNG8,adrenal gland,9.4
GNG8,heart muscle,5.0
LPO,salivary gland,967.3
CA4,intestine,247.2
JSRP1,skeletal muscle,325.7
NIBAN3,bone marrow,14.5
NIBAN3,intestine,17.1
NIBAN3,lymphoid tissue,37.9
KLHL26,blood vessel,24.8
CDT1,bone marrow,36.1
SPATA33,testis,86.5
RSKR,retina,5.3
PROCA1,testis,122.2
LALBA,breast,2026.3
CACNB3,brain,74.6
DHRS13,bone marrow,39.4
CORO6,skeletal muscle,342.1
CORO6,tongue,180.0
RHEBL1,brain,4.2
TUBA1A,brain,2689.9
TUBA1C,esophagus,435.6
RAB4B,brain,108.8
AQP2,kidney,450.4
AQP2,seminal vesicle,200.5
GPD1,adipose tissue,572.7
GPD1,breast,247.8
GPD1,skeletal muscle,540.7
CYP2S1,intestine,95.3
CYP2S1,stomach 1,113.5
NFKBID,bone marrow,19.4
TMC4,pancreas,43.1
ANKRD33,retina,17.0
LAIR1,lung,27.1
LAIR1,lymphoid tissue,44.5
TTYH1,brain,418.6
CDC42EP5,intestine,79.6
LAIR2,lymphoid tissue,1.5
LAIR2,pituitary gland,2.6
TMEM145,brain,237.2
KIR3DL1,lymphoid tissue,1.4
NLRP7,testis,3.7
PPP1R14A,blood vessel,1609.9
PPP1R14A,brain,860.8
C19orf33,esophagus,689.2
C19orf33,skin 1,440.6
DNAAF3,fallopian tube,38.3
DNAAF3,testis,61.4
PSCA,stomach 1,3010.1
ATCAY,brain,78.9
ATCAY,pituitary gland,24.7
ATCAY,retina,16.3
LY6D,cervix,497.8
LY6D,esophagus,2201.7
LY6D,skin 1,899.4
LY6D,vagina,508.8
TMIGD2,lymphoid tissue,32.5
CHAF1A,bone marrow,29.6
PLIN4,adipose tissue,715.6
PLIN4,breast,303.4
PLIN4,skeletal muscle,235.5
SEMA6B,brain,71.3
NXN,skeletal muscle,95.2
TLCD3A,skin 1,70.8
GPT,liver,183.4
KIFC2,brain,214.8
SLC43A2,skeletal muscle,55.0
RILP,heart muscle,65.2
RILP,skeletal muscle,52.4
SERPINF2,liver,1497.5
TRPV3,intestine,4.9
TRPV3,skeletal muscle,1.7
TRPV3,skin 1,5.0
HSD11B1L,brain,88.9
GGT6,esophagus,49.6
GGT6,intestine,50.0
GGT6,salivary gland,52.6
GGT6,skin 1,51.2
KLK1,pancreas,9013.3
KLK1,salivary gland,5169.3
KLK4,prostate,260.1
KLK2,prostate,530.8
KLK5,skin 1,195.5
KLK6,brain,492.8
KLK11,esophagus,311.1
KLK11,skin 1,229.8
KLK11,vagina,179.1
KLK13,cervix,145.2
KLK13,esophagus,739.7
KLK13,vagina,186.7
KRT80,skin 1,211.1
KRT1,skin 1,12288.0
ACER1,skin 1,85.7
RCOR2,brain,6.2
ANGPTL4,adipose tissue,188.0
ANGPTL4,breast,162.4
ANGPTL4,liver,176.8
IGFBP6,blood vessel,786.7
SOAT2,intestine,18.3
CABP2,retina,6.8
NUDT8,heart muscle,73.1
TBX10,intestine,7.9
CD300C,bone marrow,9.2
CD300C,lung,7.9
CD300C,lymphoid tissue,6.9
CD300A,lymphoid tissue,94.5
TEKT1,choroid plexus,41.7
TEKT1,fallopian tube,47.4
HID1,brain,146.5
HID1,pancreas,104.3
TMEM88,heart muscle,97.8
EVPL,cervix,90.8
EVPL,esophagus,289.2
EVPL,skin 1,148.1
EVPL,vagina,102.1
MGAT5B,brain,39.4
TMC8,bone marrow,69.9
TMC8,intestine,48.4
TMC8,lymphoid tissue,108.3
TK1,bone marrow,73.4
CYP7A1,liver,46.3
GSDMA,skin 1,58.0
KRT24,cervix,43.7
KRT24,esophagus,167.8
KRT24,lymphoid tissue,71.5
SOST,blood vessel,66.6
RAB26,brain,116.2
RAB26,liver,51.4
RAB26,pancreas,41.6
DNASE1L2,brain,16.2
DNASE1L2,skin 1,43.9
CASKIN1,brain,57.3
ABCA3,brain,38.5
ABCA3,lung,86.0
NLRC3,intestine,6.1
NLRC3,lymphoid tissue,12.7
VWCE,liver,16.3
VWCE,ovary,9.1
BEST1,bone marrow,24.8
BEST1,brain,31.3
BSCL2,brain,274.6
BSCL2,pituitary gland,219.0
PLAAT5,adipose tissue,15.5
PLAAT5,pancreas,12.8
PLAAT5,testis,51.6
ATG16L2,bone marrow,129.3
ATG16L2,lymphoid tissue,128.5
TTC21A,testis,43.1
ENTPD3,brain,23.3
ENTPD3,cervix,20.1
ENTPD3,salivary gland,20.8
ULK4,testis,21.9
LTBP3,blood vessel,226.7
NAALADL1,intestine,96.2
SAC3D1,testis,43.8
SLC22A11,epididymis,10.0
SLC22A11,kidney,36.1
SLC22A11,placenta,31.4
MAJIN,testis,21.0
CCDC88B,brain,85.3
CCDC88B,lymphoid tissue,84.4
PBK,lymphoid tissue,21.3
PBK,testis,65.7
SCARA5,heart muscle,87.1
SCARA5,urinary bladder,82.3
PNOC,brain,28.3
PNOC,fallopian tube,17.1
PNOC,lymphoid tissue,23.4
OR1F1,brain,3.2
KCNJ4,brain,82.7
KCNJ4,heart muscle,31.7
VASN,blood vessel,118.0
FAM83B,esophagus,12.4
FAM83B,skin 1,24.4
H3-4,testis,3.3
PTGDR,intestine,7.4
PTGDR,lymphoid tissue,5.9
TTC39C,liver,87.8
TTC39C,retina,132.5
GLYCTK,liver,138.9
GNG4,brain,36.5
GNG4,ovary,30.6
GNG4,pituitary gland,29.7
KCNV2,retina,268.2
PTF1A,pancreas,99.1
FOXI1,breast,7.0
FOXI1,kidney,36.0
FOXI1,salivary gland,10.8
SMIM4,adrenal gland,116.7
SMIM4,skeletal muscle,122.3
KIF5C,brain,51.8
PDHB,tongue,279.4
PXK,brain,121.9
H1-4,bone marrow,49.4
ACOX2,liver,165.8
FAM107A,brain,1181.3
FAM107A,choroid plexus,331.5
MOBP,brain,873.9
CX3CR1,brain,33.1
PPDPFL,skeletal muscle,741.2
XIRP1,heart muscle,602.7
XIRP1,skeletal muscle,376.1
INSM2,brain,2.0
INSM2,retina,2.5
DEGS2,esophagus,36.8
DEGS2,intestine,32.8
DEGS2,skin 1,52.1
SCN11A,lymphoid tissue,2.8
SCN11A,placenta,1.8
SCN11A,urinary bladder,2.0
FILIP1L,blood vessel,191.1
MFSD2A,epididymis,92.1
MFSD2A,liver,153.9
MFSD2A,seminal vesicle,75.3
MFSD2A,skin 1,84.5
BDKRB2,urinary bladder,38.4
RFWD3,bone marrow,44.9
MTNR1A,kidney,1.7
KCNG4,retina,3.6
RHOH,bone marrow,69.7
RHOH,lymphoid tissue,99.1
KLHL30,skeletal muscle,140.7
SCNN1B,esophagus,80.6
SCNN1B,intestine,89.1
SCNN1B,vagina,55.5
HR,brain,31.3
HR,esophagus,21.3
HR,skin 1,53.0
TXNDC2,testis,98.0
REEP4,esophagus,90.4
REEP4,skin 1,91.6
TNXB,adrenal gland,253.2
LGI3,brain,95.3
SFTPC,lung,17411.2
PHYHIP,brain,347.1
CCDC110,pancreas,29.0
CCDC110,testis,93.5
FEN1,lymphoid tissue,42.9
CAVIN2,adipose tissue,154.8
MTCL1,brain,31.0
MTCL1,retina,14.4
GBX2,brain,2.6
HJV,liver,223.7
HJV,skeletal muscle,553.9
HJV,tongue,271.9
SCGB1D1,cervix,1.1
HEXIM2,skeletal muscle,43.5
HEXIM2,testis,32.3
SERINC2,liver,241.0
MYL1,skeletal muscle,20434.9
MYL1,tongue,14550.6
CHRM1,brain,48.4
CHRM1,prostate,27.8
CHRM1,salivary gland,27.1
COL3A1,cervix,2222.3
COL3A1,gallbladder,1957.3
COL3A1,placenta,1861.3
COL3A1,smooth muscle,1998.4
GFRA2,testis,9.0
GFRA2,thyroid gland,8.2
SLC20A2,choroid plexus,146.2
SLC20A2,skeletal muscle,122.9
DYNLRB2,choroid plexus,54.7
DYNLRB2,fallopian tube,57.1
DYNLRB2,testis,157.8
ADAM29,testis,38.4
ADAM18,testis,8.7
GDNF,intestine,7.7
GDNF,skeletal muscle,9.7
MUCL3,stomach 1,191.8
WFDC13,epididymis,84.5
VWA3B,choroid plexus,8.8
VWA3B,fallopian tube,20.9
VWA3B,testis,28.8
ZNF30,brain,12.5
ZNF30,retina,14.4
UGT3A2,bone marrow,6.1
UGT3A2,lymphoid tissue,13.6
UGT3A2,skin 1,9.7
LRATD2,salivary gland,41.1
LDLRAD4,brain,56.3
LDLRAD4,lymphoid tissue,42.1
KCTD19,testis,31.3
SLC16A4,kidney,115.8
IL7R,lymphoid tissue,171.2
LRP1B,brain,9.4
LRP1B,thyroid gland,5.3
WFDC12,skin 1,39.6
NPNT,blood vessel,185.2
NPNT,thyroid gland,224.8
CA7,intestine,53.4
FAM178B,bone marrow,17.8
FAM178B,brain,15.9
FAM178B,epididymis,5.2
FAM178B,lymphoid tissue,11.4
FAM178B,testis,7.8
TSPY2,testis,7.2
GSTM4,intestine,128.0
CXXC4,brain,6.6
CXXC4,retina,6.9
TCTN2,choroid plexus,37.2
SHOX2,adipose tissue,5.4
SHOX2,blood vessel,10.5
PPIP5K1,brain,65.3
TSPAN5,brain,67.3
IL12A,esophagus,4.1
STX18,cervix,112.8
NSG1,brain,91.8
NSG1,pituitary gland,133.3
NSG1,skin 1,105.3
HTR1E,brain,3.5
HTR1E,ovary,4.0
FSTL5,brain,44.9
FSTL5,retina,87.8
ATOH8,blood vessel,16.2
ATOH8,skeletal muscle,17.2
SOX14,brain,1.7
SOX14,placenta,1.6
SFTPB,lung,3361.2
BTNL3,intestine,108.6
LRRC28,liver,44.0
MAT2A,pancreas,825.0
PLA2G4F,skin 1,73.7
ENHO,brain,589.2
INPP5D,intestine,47.7
INPP5D,lymphoid tissue,95.6
CTRB1,pancreas,126232.8
CTRB2,pancreas,94683.3
SPRY3,brain,4.2
TM4SF20,intestine,251.2
GRM5,brain,13.9
LGALS9,intestine,92.9
LGALS9,stomach 1,82.6
CPLX1,brain,231.0
PXDC1,blood vessel,213.5
PXDC1,liver,184.4
SIGLEC7,lymphoid tissue,18.2
NTSR2,brain,108.3
UQCRFS1,skeletal muscle,216.9
UQCRFS1,tongue,267.1
COL4A3,retina,33.6
KLK7,esophagus,90.8
KLK7,skin 1,189.2
VCX3A,testis,55.4
ZBBX,choroid plexus,12.9
ZBBX,fallopian tube,21.8
ZBBX,testis,33.6
AR,liver,35.8
VXN,brain,113.4
CSNK1G1,testis,33.3
FAM110B,lymphoid tissue,21.1
ODAD2,fallopian tube,21.8
ODAD2,testis,38.0
AFAP1L2,lymphoid tissue,60.8
AFAP1L2,parathyroid gland,64.6
AFAP1L2,thyroid gland,77.0
ATF5,liver,2375.4
GOT1L1,testis,13.3
ZBTB43,bone marrow,57.4
CPT1C,brain,26.3
CPT1C,choroid plexus,27.7
CPT1C,pituitary gland,26.9
PCSK9,liver,47.5
GSG1L,blood vessel,18.1
GSG1L,brain,19.8
GSG1L,heart muscle,21.6
MN1,blood vessel,21.9
MN1,skeletal muscle,46.5
CCDC126,testis,32.5
IL13,testis,23.3
RAB3B,brain,9.5
RAB3B,pituitary gland,10.0
RAB3B,prostate,10.3
RSPO1,cervix,23.4
RSPO1,endometrium 1,34.1
RSPO1,fallopian tube,20.8
RGS14,brain,239.9
GCSAML,brain,4.9
GCSAML,prostate,5.1
SLC50A1,epididymis,95.6
EFNA1,liver,476.5
CXCL10,lymphoid tissue,90.0
SH3TC2,brain,4.5
