gene_symbol,total_submissions,total_alleles,pathogenic_likely_pathogenic_alleles,uncertain_alleles,conflict_alleles,yield_bin
LOC126653372,44,39,,2.0,0.0,none
LOC126653373,45,40,,2.0,0.0,none
LOC126653374,62,54,,11.0,0.0,none
LOC126653375,45,40,,2.0,0.0,none
LOC126653376,66,58,,16.0,0.0,none
LOC126653377,45,40,,2.0,0.0,none
LOC126653378,44,39,,1.0,0.0,none
LOC126653379,44,39,,1.0,0.0,none
LOC126653380,65,57,,13.0,0.0,none
LOC126653381,71,58,,14.0,0.0,none
LOC126653382,46,41,,1.0,0.0,none
LOC126653383,45,40,,1.0,0.0,none
LOC126653384,45,40,,1.0,0.0,none
LOC126653385,60,55,,14.0,0.0,none
LOC126653386,63,58,,16.0,0.0,none
LOC126653387,48,43,,1.0,0.0,none
LOC126653388,56,51,1.0,2.0,0.0,1-5
LOC126653389,48,43,,1.0,0.0,none
LOC126653390,47,42,,1.0,0.0,none
LOC126653391,135,101,2.0,21.0,0.0,1-5
LOC126653392,47,42,,2.0,0.0,none
LOC126653393,47,42,,1.0,0.0,none
LOC126653394,47,42,,1.0,0.0,none
LOC126653395,92,80,,26.0,0.0,none
LOC126653396,47,42,,1.0,0.0,none
LOC126653397,47,42,,1.0,0.0,none
LOC126653398,170,111,10.0,32.0,0.0,6-20
LOC126653399,49,44,,3.0,0.0,none
LOC126653400,48,43,,3.0,0.0,none
LOC126653401,53,47,,4.0,0.0,none
LOC126653402,53,47,,4.0,0.0,none
LOC126653403,50,44,,2.0,0.0,none
LOC126653404,52,46,,3.0,0.0,none
LOC126805576,168,144,3.0,37.0,0.0,1-5
LOC126805577,81,72,,1.0,0.0,none
LOC126805578,79,77,,9.0,0.0,none
LOC126805579,68,66,,5.0,0.0,none
LOC126805580,76,72,,7.0,0.0,none
LOC126805581,63,61,,3.0,0.0,none
LOC126805582,66,66,,5.0,0.0,none
LOC126805583,62,62,,7.0,0.0,none
LOC126805584,58,58,,5.0,0.0,none
LOC126805585,57,57,,5.0,0.0,none
LOC126805586,136,98,8.0,15.0,0.0,6-20
LOC126805587,83,70,1.0,7.0,0.0,1-5
LOC126805588,43,43,,1.0,0.0,none
LOC126805589,39,39,,1.0,0.0,none
LOC126805590,34,34,,,,none
LOC126805591,33,33,,,,none
LOC126805592,32,32,,,,none
LOC126805593,29,29,,,,none
LOC126805594,30,30,,,,none
LOC126805595,31,31,,1.0,0.0,none
LOC126805596,31,30,,1.0,0.0,none
LOC126805597,25,25,,1.0,0.0,none
LOC126805598,96,66,5.0,15.0,0.0,1-5
LOC126805599,52,52,,24.0,0.0,none
LOC126805600,24,24,,2.0,0.0,none
LOC126805601,24,24,,1.0,0.0,none
LOC126805602,23,23,,2.0,0.0,none
LOC126805603,107,84,7.0,42.0,0.0,6-20
LOC126805604,93,84,,44.0,0.0,none
LOC126805605,21,21,,2.0,0.0,none
LOC126805606,18,18,,1.0,0.0,none
LOC126805607,18,18,,1.0,0.0,none
LOC126805608,18,18,,1.0,0.0,none
LOC126805609,17,17,,2.0,0.0,none
LOC126805610,20,20,,2.0,0.0,none
LOC126805611,56,28,,11.0,0.0,none
LOC126805612,241,181,3.0,77.0,0.0,1-5
LOC126805613,26,26,5.0,5.0,0.0,1-5
LOC126805614,306,220,,117.0,0.0,none
LOC126805615,19,19,,1.0,0.0,none
LOC126805616,86,61,2.0,16.0,0.0,1-5
LOC126805617,20,20,,2.0,0.0,none
LOC126805618,58,58,,20.0,0.0,none
LOC126805619,24,24,,3.0,0.0,none
LOC126805620,23,23,,2.0,0.0,none
LOC126805621,23,23,,2.0,0.0,none
LOC126805622,102,95,,52.0,0.0,none
LOC126805623,17,17,,,,none
LOC126805624,18,18,,1.0,0.0,none
LOC126805625,17,17,,,,none
LOC126805626,18,18,,1.0,0.0,none
LOC126805627,18,18,,1.0,0.0,none
LOC126805628,23,20,,2.0,0.0,none
LOC126805629,33,33,,17.0,0.0,none
LOC126805630,17,17,,1.0,0.0,none
LOC126805631,24,24,,6.0,0.0,none
LOC126805632,40,38,,16.0,0.0,none
LOC126805633,14,14,,,,none
LOC126805634,20,19,3.0,6.0,0.0,1-5
LOC126805635,19,17,2.0,1.0,0.0,1-5
LOC126805636,9,9,,2.0,0.0,none
LOC126805637,9,9,,2.0,0.0,none
LOC126805638,9,9,,2.0,0.0,none
LOC126805639,5,5,,,,none
LOC126805640,20,19,,10.0,0.0,none
LOC126805641,37,32,1.0,20.0,0.0,1-5
LOC126805642,14,14,,7.0,0.0,none
LOC126805643,26,21,,9.0,0.0,none
LOC126805644,25,25,,16.0,0.0,none
LOC126805645,7,7,,1.0,0.0,none
LOC126805646,7,7,,1.0,0.0,none
LOC126805647,4,4,,1.0,0.0,none
LOC126805648,4,4,,1.0,0.0,none
LOC126805649,4,4,,1.0,0.0,none
LOC126805650,4,4,,1.0,0.0,none
LOC126805651,5,5,,1.0,0.0,none
LOC126805652,2,2,,,,none
LOC126805653,3,3,,1.0,0.0,none
LOC126805654,4,4,,2.0,0.0,none
LOC126805655,240,133,4.0,62.0,0.0,1-5
LOC126805656,3,3,,2.0,0.0,none
LOC126805657,1,1,,,,none
LOC126805658,13,12,,10.0,0.0,none
LOC126805659,1,1,,,,none
LOC126805660,5,5,,2.0,0.0,none
LOC126805661,110,66,10.0,20.0,0.0,6-20
LOC126805662,8,8,,4.0,0.0,none
LOC126805663,2,2,,,,none
LOC126805664,2,2,,,,none
LOC126805665,2,2,,,,none
LOC126805666,2,2,,,,none
LOC126805667,7,6,,1.0,0.0,none
LOC126805668,13,13,,7.0,0.0,none
LOC126805669,20,8,,3.0,0.0,none
LOC126805670,106,74,1.0,31.0,0.0,1-5
LOC126805671,4,4,,1.0,0.0,none
LOC126805672,5,5,,1.0,0.0,none
LOC126805673,30,22,1.0,9.0,0.0,1-5
LOC126805674,5,5,,1.0,0.0,none
LOC126805675,7,7,,2.0,0.0,none
LOC126805676,7,7,,2.0,0.0,none
LOC126805677,10,10,,5.0,0.0,none
LOC126805678,12,11,,4.0,0.0,none
LOC126805679,12,11,,4.0,0.0,none
LOC126805680,24,22,,14.0,0.0,none
LOC126805681,7,7,,1.0,0.0,none
LOC126805682,7,7,,1.0,0.0,none
LOC126805683,7,7,,1.0,0.0,none
LOC126805684,7,7,,1.0,0.0,none
LOC126805685,24,23,,11.0,0.0,none
LOC126805686,17,17,,9.0,0.0,none
LOC126805687,22,22,,11.0,0.0,none
LOC126805688,120,96,2.0,60.0,0.0,1-5
LOC126805689,4,4,,,,none
LOC126805690,3,3,,,,none
LOC126805691,29,29,,22.0,0.0,none
LOC126805692,3,3,,1.0,0.0,none
LOC126805693,3,3,,1.0,0.0,none
LOC126805694,20,20,,16.0,0.0,none
LOC126805695,19,17,,11.0,0.0,none
LOC126805696,6,6,,1.0,0.0,none
LOC126805697,42,25,,18.0,0.0,none
LOC126805698,3,3,,,,none
LOC126805699,54,17,,11.0,0.0,none
LOC126805700,2,2,,,,none
LOC126805701,2,2,,,,none
LOC126805702,2,2,,,,none
LOC126805703,2,2,,,,none
LOC126805704,172,135,1.0,90.0,0.0,1-5
LOC126805705,29,28,,23.0,0.0,none
LOC126805706,10,10,,8.0,0.0,none
LOC126805707,53,21,,7.0,0.0,none
LOC126805708,4,4,,,,none
LOC126805709,4,4,,,,none
LOC126805710,4,4,,,,none
LOC126805711,44,34,,15.0,0.0,none
LOC126805712,22,20,,12.0,0.0,none
LOC126805713,13,12,,5.0,0.0,none
LOC126805714,19,19,,8.0,0.0,none
LOC126805715,7,7,,,,none
LOC126805716,9,8,,,,none
LOC126805717,33,31,,12.0,0.0,none
LOC126805718,5,5,,,,none
LOC126805719,19,19,,10.0,0.0,none
LOC126805720,18,18,1.0,8.0,0.0,1-5
LOC126805721,4,4,,,,none
LOC126805722,4,4,,,,none
LOC126805723,6,6,,3.0,0.0,none
LOC126805724,3,3,,,,none
LOC126805725,23,15,,8.0,0.0,none
LOC126805726,88,80,1.0,62.0,0.0,1-5
LOC126805727,8,6,,2.0,0.0,none
LOC126805728,5,5,,3.0,0.0,none
LOC126805729,1,1,,,,none
LOC126805730,4,4,,2.0,0.0,none
LOC126805731,2,2,,,,none
LOC126805732,3,3,,,,none
LOC126805733,3,3,,1.0,0.0,none
LOC126805734,5,5,,,,none
LOC126805735,5,5,,,,none
LOC126805736,5,5,,,,none
LOC126805737,7,7,,,,none
LOC126805738,6,6,,,,none
LOC126805739,6,6,,,,none
LOC126805740,9,9,,1.0,0.0,none
LOC126805741,25,21,,8.0,0.0,none
LOC126805742,13,13,,3.0,0.0,none
LOC126805743,12,12,,2.0,0.0,none
LOC126805744,18,18,,5.0,0.0,none
LOC126805745,18,18,,5.0,0.0,none
LOC126805746,29,29,,18.0,0.0,none
LOC126805747,11,11,,1.0,0.0,none
LOC126805748,10,10,,,,none
LOC126805749,83,65,2.0,19.0,0.0,1-5
LOC126805750,11,11,,,,none
LOC126805751,23,21,,8.0,0.0,none
LOC126805752,18,18,,7.0,0.0,none
LOC126805753,11,11,,1.0,0.0,none
LOC126805754,11,11,,1.0,0.0,none
LOC126805755,11,11,,1.0,0.0,none
LOC126805756,32,32,,22.0,0.0,none
LOC126805757,10,10,,4.0,0.0,none
LOC126805758,7,7,,2.0,0.0,none
LOC126805759,7,7,,2.0,0.0,none
LOC126805760,6,6,,1.0,0.0,none
LOC126805761,6,6,,1.0,0.0,none
LOC126805762,7,7,,1.0,0.0,none
LOC126805763,4,4,,1.0,0.0,none
LOC126805764,4,4,,2.0,0.0,none
LOC126805765,143,78,6.0,44.0,0.0,6-20
LOC126805766,4,4,,2.0,0.0,none
LOC126805767,6,6,,4.0,0.0,none
LOC126805768,2,2,,,,none
LOC126805769,3,3,,,,none
LOC126805770,3,3,,,,none
LOC126805771,57,31,2.0,7.0,0.0,1-5
LOC126805772,3,3,,,,none
LOC126805773,3,3,,,,none
LOC126805774,3,3,,,,none
LOC126805775,3,3,,1.0,0.0,none
LOC126805776,3,3,,1.0,0.0,none
LOC126805777,3,3,,1.0,0.0,none
LOC126805778,3,3,,1.0,0.0,none
LOC126805779,4,4,,1.0,0.0,none
LOC126805780,4,4,,1.0,0.0,none
LOC126805781,1,1,,,,none
LOC126805782,1,1,,,,none
LOC126805783,1,1,,,,none
LOC126805784,44,30,,22.0,0.0,none
LOC126805785,14,14,,11.0,0.0,none
LOC126805786,1,1,,,,none
LOC126805787,1,1,,,,none
LOC126805788,2,2,,1.0,0.0,none
LOC126805789,2,2,,1.0,0.0,none
LOC126805790,2,2,,1.0,0.0,none
LOC126805791,2,2,,1.0,0.0,none
LOC126805792,2,2,,1.0,0.0,none
LOC126805793,546,252,78.0,80.0,0.0,21-100
LOC126805794,243,142,33.0,45.0,0.0,21-100
LOC126805795,3,3,,1.0,0.0,none
LOC126805796,1,1,,,,none
LOC126805797,2,2,,,,none
LOC126805798,1,1,,,,none
LOC126805799,1,1,,,,none
LOC126805800,1,1,,,,none
LOC126805801,2,2,,1.0,0.0,none
LOC126805802,4,4,,1.0,0.0,none
LOC126805803,4,4,,1.0,0.0,none
LOC126805804,5,5,,2.0,0.0,none
LOC126805805,34,33,,30.0,0.0,none
LOC126805806,4,4,,1.0,0.0,none
LOC126805807,3,3,,,,none
LOC126805808,3,3,,,,none
LOC126805809,15,11,,6.0,0.0,none
LOC126805810,4,4,,1.0,0.0,none
LOC126805811,4,4,,1.0,0.0,none
LOC126805812,5,5,,1.0,0.0,none
LOC126805813,8,8,,,,none
LOC126805814,144,94,,43.0,0.0,none
LOC126805815,7,7,,2.0,0.0,none
LOC126805816,8,8,,2.0,0.0,none
LOC126805817,8,8,,1.0,0.0,none
LOC126805818,8,8,,1.0,0.0,none
LOC126805819,8,8,,1.0,0.0,none
LOC126805820,37,26,,16.0,0.0,none
LOC126805821,23,22,1.0,9.0,0.0,1-5
LOC126805822,257,150,12.0,51.0,0.0,6-20
LOC126805823,24,20,,10.0,0.0,none
LOC126805824,18,17,,5.0,0.0,none
LOC126805825,5,5,,,,none
LOC126805826,21,21,,15.0,0.0,none
LOC126805827,5,5,,,,none
LOC126805828,15,13,,5.0,0.0,none
LOC126805829,5,5,,,,none
LOC126805830,3,3,,1.0,0.0,none
LOC126805831,3,3,,1.0,0.0,none
LOC126805832,11,9,,4.0,0.0,none
LOC126805833,2,2,,,,none
LOC126805834,21,21,,19.0,0.0,none
LOC126805835,2,2,,,,none
LOC126805836,2,2,,,,none
LOC126805837,2,2,,,,none
LOC126805838,9,9,,5.0,0.0,none
LOC126805839,5,5,,1.0,0.0,none
LOC126805840,5,5,,1.0,0.0,none
LOC126805841,36,33,,22.0,0.0,none
LOC126805842,13,13,,9.0,0.0,none
LOC126805843,7,7,,1.0,0.0,none
LOC126805844,4,4,,,,none
LOC126805845,4,4,,,,none
LOC126805846,4,4,,,,none
LOC126805847,5,5,,1.0,0.0,none
LOC126805848,5,5,,2.0,0.0,none
LOC126805849,93,90,,21.0,0.0,none
LOC126805850,93,90,,20.0,0.0,none
LOC126805851,230,140,9.0,17.0,0.0,6-20
LOC126805852,123,113,,3.0,0.0,none
LOC126805853,144,134,,7.0,0.0,none
LOC126805854,179,144,,10.0,0.0,none
LOC126805855,4,4,,1.0,0.0,none
LOC126805856,3,3,,,,none
LOC126805857,35,34,,23.0,0.0,none
LOC126805858,8,8,,3.0,0.0,none
LOC126805859,11,10,,6.0,0.0,none
LOC126805860,6,6,,2.0,0.0,none
LOC126805861,4,4,,1.0,0.0,none
LOC126805862,4,4,,1.0,0.0,none
LOC126805863,4,4,,1.0,0.0,none
LOC126805864,4,4,,1.0,0.0,none
LOC126805865,4,4,,1.0,0.0,none
LOC126805866,4,4,,1.0,0.0,none
LOC126805867,4,4,,1.0,0.0,none
LOC126805868,2,2,,,,none
LOC126805869,2,2,,,,none
LOC126805870,35,32,,20.0,0.0,none
LOC126805871,6,6,,,,none
LOC126805872,59,50,1.0,17.0,0.0,1-5
LOC126805873,13,12,,7.0,0.0,none
LOC126805874,193,118,7.0,49.0,0.0,6-20
LOC126805875,6,6,,1.0,0.0,none
LOC126805876,11,10,,6.0,0.0,none
LOC126805877,457,185,41.0,61.0,0.0,21-100
LOC126805878,3,3,,,,none
LOC126805879,4,4,,,,none
LOC126805880,22,22,,16.0,0.0,none
LOC126805881,31,29,,22.0,0.0,none
LOC126805882,3,3,1.0,,,1-5
LOC126805883,27,27,,22.0,0.0,none
LOC126805884,29,27,1.0,16.0,0.0,1-5
LOC126805885,21,21,,17.0,0.0,none
LOC126805886,18,17,,7.0,0.0,none
LOC126805887,4,4,,,,none
LOC126805888,16,16,,10.0,0.0,none
LOC126805889,5,5,,,,none
LOC126805890,196,123,8.0,57.0,0.0,6-20
LOC126805891,19,19,,13.0,0.0,none
LOC126805892,20,20,,12.0,0.0,none
LOC126805893,7,7,,2.0,0.0,none
LOC126805894,16,16,1.0,9.0,0.0,1-5
LOC126805895,6,6,,,,none
LOC126805896,6,6,,,,none
LOC126805897,6,6,,,,none
LOC126805898,9,9,,1.0,0.0,none
LOC126805899,15,15,,3.0,0.0,none
LOC126805900,8,8,,,,none
LOC126805901,9,9,,1.0,0.0,none
LOC126805902,9,9,,1.0,0.0,none
LOC126805903,9,9,,1.0,0.0,none
LOC126805904,16,16,,8.0,0.0,none
LOC126805905,12,10,,,,none
LOC126805906,7,7,,,,none
LOC126805907,7,7,,,,none
LOC126805908,11,11,,4.0,0.0,none
LOC126805909,18,17,,6.0,0.0,none
LOC126805910,10,10,,2.0,0.0,none
LOC126805911,10,10,,2.0,0.0,none
LOC126805912,24,11,,,,none
LOC126805913,11,11,,1.0,0.0,none
LOC126805914,11,11,,1.0,0.0,none
LOC126805915,10,10,,,,none
LOC126805916,148,81,25.0,12.0,0.0,21-100
LOC126805917,26,23,,6.0,0.0,none
LOC126805918,12,12,,,,none
LOC126805919,12,12,,,,none
LOC126805920,18,16,,1.0,0.0,none
LOC126805921,14,14,,,,none
LOC126805922,19,19,,,,none
LOC126805923,26,26,,,,none
LOC126805924,43,43,,14.0,0.0,none
LOC126805925,13,13,,,,none
LOC126805926,14,14,,,,none
LOC126805927,14,14,,,,none
LOC126805928,14,14,,,,none
LOC126805929,34,30,,18.0,0.0,none
LOC126805930,16,16,,7.0,0.0,none
LOC126805931,19,19,,10.0,0.0,none
LOC126805932,9,9,,,,none
LOC126805933,8,8,,,,none
LOC126805934,8,8,,,,none
LOC126805935,8,8,,,,none
LOC126805936,8,8,,,,none
LOC126805937,9,9,,,,none
LOC126805938,9,9,,,,none
LOC126805939,7,7,,,,none
LOC126805940,7,7,,,,none
LOC126805941,7,7,,,,none
LOC126805942,7,7,,,,none
LOC126805943,7,7,,,,none
LOC126805944,116,49,2.0,19.0,0.0,1-5
LOC126805945,8,8,,,,none
LOC126805946,8,8,,,,none
LOC126805947,8,8,,,,none
LOC126805948,82,59,3.0,12.0,0.0,1-5
LOC126805949,11,11,,3.0,0.0,none
LOC126805950,11,11,,2.0,0.0,none
LOC126805951,11,11,,2.0,0.0,none
LOC126805952,10,10,,2.0,0.0,none
LOC126805953,75,59,,34.0,0.0,none
LOC126805954,29,27,,17.0,0.0,none
LOC126805955,26,24,,14.0,0.0,none
LOC126805956,20,17,,8.0,0.0,none
LOC126805957,8,7,,3.0,0.0,none
LOC126805958,8,7,,3.0,0.0,none
LOC126805959,5,5,,,,none
LOC126805960,10,10,,1.0,0.0,none
LOC126805961,6,6,,,,none
LOC126805962,5,5,,,,none
LOC126805963,9,9,,3.0,0.0,none
LOC126805964,16,16,,1.0,0.0,none
LOC126805965,4,4,,,,none
LOC126805966,4,4,,,,none
LOC126805967,4,4,,,,none
LOC126805968,5,5,,1.0,0.0,none
LOC126805969,8,6,,1.0,0.0,none
LOC126805970,4,4,,,,none
LOC126805971,1,1,,,,none
LOC126805972,1,1,,,,none
LOC126805973,1,1,,,,none
LOC126805974,2,2,,,,none
LOC126805975,2,2,,,,none
LOC126805976,22,22,,19.0,0.0,none
LOC126805977,6,6,,4.0,0.0,none
LOC126805978,4,4,,1.0,0.0,none
LOC126805979,1,1,,,,none
LOC126805980,1,1,,,,none
LOC126805981,1,1,,,,none
LOC126805982,1,1,,,,none
LOC126805983,2,2,,,,none
LOC126805984,8,7,,2.0,0.0,none
LOC126805985,81,69,3.0,27.0,0.0,1-5
LOC126805986,3,3,,,,none
LOC126805987,3,3,,,,none
LOC126805988,10,10,,7.0,0.0,none
LOC126805989,16,16,,11.0,0.0,none
LOC126805990,3,3,,,,none
LOC126805991,11,10,,3.0,0.0,none
LOC126805992,23,23,,18.0,0.0,none
LOC126805993,11,4,,,,none
LOC126805994,168,112,10.0,51.0,0.0,6-20
LOC126805995,5,5,,,,none
LOC126805996,5,5,,,,none
LOC126805997,5,5,,,,none
LOC126805998,13,11,,4.0,0.0,none
LOC126805999,14,13,,4.0,0.0,none
LOC126806000,6,6,,,,none
LOC126806001,6,6,,,,none
LOC126806002,6,6,,,,none
LOC126806003,7,7,,1.0,0.0,none
LOC126806004,7,7,,1.0,0.0,none
LOC126806005,10,10,,3.0,0.0,none
LOC126806006,35,28,3.0,12.0,0.0,1-5
LOC126806007,9,9,,2.0,0.0,none
LOC126806008,12,12,,2.0,0.0,none
LOC126806009,14,14,,2.0,0.0,none
LOC126806010,15,15,,2.0,0.0,none
LOC126806011,17,17,,3.0,0.0,none
LOC126806012,13,13,,1.0,0.0,none
LOC126806013,13,13,,1.0,0.0,none
LOC126806014,12,12,,,,none
LOC126806015,11,11,,,,none
LOC126806016,11,11,,,,none
LOC126806017,12,12,,,,none
LOC126806018,21,20,,5.0,0.0,none
LOC126806019,14,13,,,,none
LOC126806020,12,12,,,,none
LOC126806021,12,12,,,,none
LOC126806022,12,12,,,,none
LOC126806023,10,10,,1.0,0.0,none
LOC126806024,10,10,,1.0,0.0,none
LOC126806025,10,10,,1.0,0.0,none
LOC126806026,30,18,,6.0,0.0,none
LOC126806027,10,10,,,,none
LOC126806028,20,20,,9.0,0.0,none
LOC126806029,14,14,,2.0,0.0,none
LOC126806030,15,15,,2.0,0.0,none
LOC126806031,15,15,,2.0,0.0,none
LOC126806032,15,15,,1.0,0.0,none
LOC126806033,15,15,,1.0,0.0,none
LOC126806034,15,15,,1.0,0.0,none
LOC126806035,39,36,,13.0,0.0,none
LOC126806036,16,16,,,,none
LOC126806037,16,16,,1.0,0.0,none
LOC126806038,16,16,,1.0,0.0,none
LOC126806039,70,54,11.0,16.0,0.0,6-20
LOC126806040,16,16,,2.0,0.0,none
LOC126806041,17,17,,2.0,0.0,none
LOC126806042,23,23,,5.0,0.0,none
LOC126806043,17,17,,1.0,0.0,none
LOC126806044,23,21,,3.0,0.0,none
LOC126806045,16,16,,1.0,0.0,none
LOC126806046,16,16,,,,none
LOC126806047,16,16,,1.0,0.0,none
LOC126806048,27,22,,5.0,0.0,none
LOC126806049,15,15,,,,none
LOC126806050,16,16,,1.0,0.0,none
LOC126806051,25,25,,7.0,0.0,none
LOC126806052,16,16,,1.0,0.0,none
LOC126806053,16,16,,1.0,0.0,none
LOC126806054,16,16,,1.0,0.0,none
LOC126806055,16,16,,1.0,0.0,none
LOC126806056,18,18,,2.0,0.0,none
LOC126806057,19,19,,3.0,0.0,none
LOC126806058,19,19,,3.0,0.0,none
LOC126806059,58,52,,30.0,0.0,none
LOC126806060,53,48,1.0,10.0,0.0,1-5
LOC126806061,20,20,,2.0,0.0,none
LOC126806062,20,20,,2.0,0.0,none
LOC126806063,121,94,8.0,27.0,0.0,6-20
LOC126806064,19,19,,1.0,0.0,none
LOC126806065,19,19,,1.0,0.0,none
LOC126806066,19,19,,3.0,0.0,none
LOC126806067,589,262,,138.0,0.0,none
LOC126806068,1052,493,29.0,267.0,0.0,21-100
LOC126806069,46,40,,10.0,0.0,none
LOC126806070,40,36,,4.0,0.0,none
LOC126806071,48,48,,5.0,0.0,none
LOC126806072,44,44,,1.0,0.0,none
LOC126806073,53,53,,6.0,0.0,none
LOC126806074,57,57,,10.0,0.0,none
LOC126806075,47,47,,1.0,0.0,none
LOC126806076,45,45,,1.0,0.0,none
LOC126806077,46,46,,1.0,0.0,none
LOC126806078,51,51,,5.0,0.0,none
LOC126806079,49,49,,4.0,0.0,none
LOC126806080,47,47,,5.0,0.0,none
LOC126806081,43,43,,4.0,0.0,none
LOC126806082,44,44,,6.0,0.0,none
LOC126806083,49,49,,9.0,0.0,none
LOC126806084,64,48,,9.0,0.0,none
LOC126806085,94,90,,45.0,0.0,none
LOC126806086,37,37,,1.0,0.0,none
LOC126806087,37,37,,1.0,0.0,none
LOC126806088,50,50,,5.0,0.0,none
LOC126806089,32,32,,,,none
LOC126806090,33,33,,,,none
LOC126806091,41,40,,10.0,0.0,none
LOC126806092,42,41,,10.0,0.0,none
LOC126806093,33,33,,8.0,0.0,none
LOC126806094,35,35,,9.0,0.0,none
LOC126806095,35,35,,8.0,0.0,none
LOC126806096,33,33,,7.0,0.0,none
LOC126806097,33,33,,7.0,0.0,none
LOC126806098,33,33,,7.0,0.0,none
LOC126806099,31,31,,5.0,0.0,none
LOC126806100,32,32,,6.0,0.0,none
LOC126806101,34,34,,8.0,0.0,none
LOC126806102,32,32,,8.0,0.0,none
LOC126806103,33,33,,9.0,0.0,none
LOC126806104,105,82,8.0,19.0,0.0,6-20
LOC126806105,20,20,,2.0,0.0,none
LOC126806106,19,19,,4.0,0.0,none
LOC126806107,19,19,,4.0,0.0,none
LOC126806108,19,19,,4.0,0.0,none
LOC126806109,15,15,,2.0,0.0,none
LOC126806110,15,15,,2.0,0.0,none
LOC126806111,15,15,,1.0,0.0,none
LOC126806112,14,14,,,,none
LOC126806113,13,13,,,,none
LOC126806114,12,12,,,,none
LOC126806115,12,12,,,,none
LOC126806116,12,12,,,,none
LOC126806117,12,12,,1.0,0.0,none
LOC126806118,12,12,,1.0,0.0,none
LOC126806119,14,14,,2.0,0.0,none
LOC126806120,14,14,,2.0,0.0,none
LOC126806121,14,14,,2.0,0.0,none
LOC126806122,14,14,,2.0,0.0,none
LOC126806123,13,13,,1.0,0.0,none
LOC126806124,12,12,,,,none
LOC126806125,13,13,,1.0,0.0,none
LOC126806126,13,13,,1.0,0.0,none
LOC126806127,13,13,,1.0,0.0,none
LOC126806128,13,13,,1.0,0.0,none
LOC126806129,13,13,,1.0,0.0,none
LOC126806130,13,13,,1.0,0.0,none
LOC126806131,13,13,,1.0,0.0,none
LOC126806132,13,13,,1.0,0.0,none
LOC126806133,24,23,,8.0,0.0,none
LOC126806134,11,11,,,,none
LOC126806135,12,12,,1.0,0.0,none
LOC126806136,12,12,,1.0,0.0,none
LOC126806137,12,12,,1.0,0.0,none
LOC126806138,12,12,,1.0,0.0,none
LOC126806139,12,12,,1.0,0.0,none
LOC126806140,28,28,,14.0,0.0,none
LOC126806141,15,15,,3.0,0.0,none
LOC126806142,13,13,,1.0,0.0,none
LOC126806143,12,12,,,,none
LOC126806144,14,14,,1.0,0.0,none
LOC126806145,14,14,,1.0,0.0,none
LOC126806146,26,24,,9.0,0.0,none
LOC126806147,83,58,6.0,16.0,0.0,6-20
LOC126806148,13,13,,,,none
LOC126806149,13,13,,,,none
LOC126806150,14,14,,,,none
LOC126806151,15,15,,2.0,0.0,none
LOC126806152,13,13,,1.0,0.0,none
LOC126806153,12,12,,1.0,0.0,none
LOC126806154,11,11,,1.0,0.0,none
LOC126806155,10,10,,,,none
LOC126806156,43,43,,31.0,0.0,none
LOC126806157,10,10,,,,none
LOC126806158,11,11,,1.0,0.0,none
LOC126806159,11,11,,1.0,0.0,none
LOC126806160,11,11,,1.0,0.0,none
LOC126806161,10,10,,,,none
LOC126806162,10,10,,,,none
LOC126806163,11,11,,,,none
LOC126806164,9,9,,,,none
LOC126806165,9,9,,,,none
LOC126806166,9,9,,,,none
LOC126806167,8,8,,,,none
LOC126806168,8,8,,,,none
LOC126806169,8,8,,2.0,0.0,none
LOC126806170,25,24,,14.0,0.0,none
LOC126806171,224,179,9.0,67.0,0.0,6-20
LOC126806172,229,190,4.0,66.0,0.0,1-5
LOC126806173,333,195,17.0,85.0,0.0,6-20
LOC126806174,211,127,10.0,54.0,0.0,6-20
LOC126806175,6,6,,,,none
LOC126806176,22,18,,8.0,0.0,none
LOC126806177,9,9,,3.0,0.0,none
LOC126806178,6,6,,,,none
LOC126806179,6,6,,,,none
LOC126806180,20,7,,,,none
LOC126806181,6,6,,,,none
LOC126806182,5,5,,1.0,0.0,none
LOC126806183,6,6,,,,none
LOC126806184,14,13,,1.0,0.0,none
LOC126806185,3,3,,,,none
LOC126806186,3,3,,,,none
LOC126806187,3,3,,,,none
LOC126806188,3,3,,,,none
LOC126806189,3,3,,,,none
LOC126806190,5,5,,1.0,0.0,none
LOC126806191,8,8,,3.0,0.0,none
LOC126806192,56,43,,20.0,0.0,none
LOC126806193,5,5,,1.0,0.0,none
LOC126806194,5,5,,1.0,0.0,none
LOC126806195,7,7,,3.0,0.0,none
LOC126806196,4,4,,,,none
LOC126806197,5,5,,,,none
LOC126806198,5,5,,,,none
LOC126806199,5,5,,1.0,0.0,none
LOC126806200,5,5,,,,none
LOC126806201,5,5,,,,none
LOC126806202,5,5,,,,none
LOC126806203,7,7,,3.0,0.0,none
LOC126806204,28,26,,18.0,0.0,none
LOC126806205,5,5,,1.0,0.0,none
LOC126806206,5,5,,,,none
LOC126806207,17,16,,12.0,0.0,none
LOC126806208,4,4,,,,none
LOC126806209,5,5,,1.0,0.0,none
LOC126806210,215,179,,105.0,0.0,none
LOC126806211,106,73,3.0,28.0,0.0,1-5
LOC126806212,6,6,,1.0,0.0,none
LOC126806213,7,7,1.0,1.0,0.0,1-5
LOC126806214,8,8,,2.0,0.0,none
LOC126806215,6,6,,1.0,0.0,none
LOC126806216,12,12,,,,none
